cliente_id,provincia,consumo_kwh,paneles_solares,tarifa,mes
755,Catamarca,455,8,comercial,12
756,Santiago del Estero,1286,6,industrial,1
757,Santiago del Estero,1440,10,residencial,9
758,Santiago del Estero,1097,18,industrial,9
759,Jujuy,422,20,comercial,1
760,Tucumán,1135,5,comercial,7
761,Santiago del Estero,1282,11,comercial,12
762,Catamarca,999,2,industrial,11
763,Tucumán,747,1,residencial,5
764,Catamarca,1473,1,residencial,6
765,Tucumán,122,13,industrial,4
766,Santiago del Estero,407,13,industrial,7
767,Catamarca,766,0,comercial,8
768,Santiago del Estero,1275,18,industrial,8
769,Tucumán,1258,6,industrial,11
770,Jujuy,955,3,comercial,5
771,Catamarca,907,8,industrial,12
772,Jujuy,306,19,industrial,1
773,Salta,846,13,industrial,5
774,Salta,1418,17,comercial,10
775,Jujuy,210,14,industrial,10
776,Catamarca,725,10,residencial,9
777,Salta,149,4,industrial,2
778,Salta,294,8,residencial,12
779,Jujuy,788,10,residencial,6
780,Tucumán,983,11,industrial,4
781,Santiago del Estero,666,11,residencial,6
782,Jujuy,1021,2,comercial,4
783,Salta,1474,16,comercial,5
784,Jujuy,373,1,industrial,9
785,Catamarca,1049,8,residencial,7
786,Tucumán,1210,12,comercial,12
787,Jujuy,1042,14,comercial,8
788,Jujuy,553,19,industrial,9
789,Salta,690,9,comercial,11
790,Santiago del Estero,1241,11,residencial,9
791,Catamarca,76,20,comercial,8
792,Tucumán,891,19,residencial,10
793,Jujuy,988,9,residencial,1
794,Santiago del Estero,699,5,comercial,5
795,Catamarca,628,7,residencial,4
796,Salta,530,11,residencial,1
797,Catamarca,892,12,comercial,11
798,Salta,798,4,comercial,7
799,Tucumán,1093,20,industrial,11
800,Tucumán,386,5,residencial,11
801,Salta,766,8,residencial,5
802,Jujuy,1302,4,industrial,3
803,Jujuy,113,14,industrial,6
804,Catamarca,1294,14,comercial,5
805,Catamarca,433,6,residencial,3
806,Catamarca,617,11,comercial,1
807,Santiago del Estero,799,15,residencial,5
808,Catamarca,754,13,comercial,3
809,Santiago del Estero,352,17,industrial,9
810,Catamarca,52,7,industrial,11
811,Santiago del Estero,963,9,residencial,2
812,Catamarca,1357,10,residencial,12
813,Santiago del Estero,759,17,comercial,9
814,Tucumán,590,16,industrial,12
815,Catamarca,171,6,industrial,9
816,Santiago del Estero,645,14,industrial,12
817,Santiago del Estero,959,15,comercial,4
818,Santiago del Estero,218,13,residencial,7
819,Catamarca,1371,5,industrial,10
820,Salta,597,1,industrial,12
821,Jujuy,727,10,industrial,12
822,Jujuy,561,18,industrial,10
823,Santiago del Estero,659,20,residencial,10
824,Salta,1477,2,industrial,11
825,Jujuy,659,2,residencial,7
826,Jujuy,1075,17,industrial,1
827,Salta,767,13,industrial,2
828,Tucumán,735,5,residencial,7
829,Salta,1228,11,industrial,5
830,Jujuy,476,8,residencial,5
831,Tucumán,1426,7,residencial,7
832,Santiago del Estero,1293,5,comercial,7
833,Salta,469,7,residencial,9
834,Jujuy,1106,14,residencial,3
835,Santiago del Estero,523,5,residencial,3
836,Jujuy,1063,2,industrial,12
837,Tucumán,160,12,comercial,2
838,Santiago del Estero,166,1,residencial,10
839,Salta,1305,8,comercial,7
840,Santiago del Estero,1085,10,industrial,2
841,Santiago del Estero,1177,5,industrial,7
842,Tucumán,1111,18,industrial,9
843,Santiago del Estero,1381,20,industrial,11
844,Jujuy,971,8,industrial,1
845,Catamarca,651,17,comercial,12
846,Catamarca,1015,13,industrial,9
847,Salta,1082,20,comercial,6
848,Santiago del Estero,1066,9,residencial,7
849,Tucumán,376,0,industrial,5
850,Catamarca,834,5,residencial,7
851,Tucumán,174,3,industrial,2
852,Salta,1061,18,comercial,12
853,Catamarca,1106,9,residencial,5
854,Tucumán,1229,11,industrial,7
855,Jujuy,1033,9,residencial,4
856,Santiago del Estero,1409,5,residencial,7
857,Salta,1359,13,residencial,4
858,Santiago del Estero,1056,13,comercial,2
859,Salta,790,11,residencial,3
860,Tucumán,646,14,residencial,6
861,Salta,428,0,industrial,11
862,Jujuy,412,4,residencial,7
863,Jujuy,1440,11,industrial,6
864,Jujuy,1408,2,comercial,12
865,Santiago del Estero,1172,2,residencial,10
866,Santiago del Estero,492,15,comercial,7
867,Salta,861,3,industrial,9
868,Santiago del Estero,817,20,residencial,1
869,Salta,1341,1,residencial,2
870,Salta,630,9,residencial,7
871,Catamarca,1020,1,industrial,5
872,Tucumán,1114,16,industrial,10
873,Tucumán,467,19,comercial,11
874,Catamarca,1177,0,comercial,12
875,Santiago del Estero,764,17,residencial,10
876,Jujuy,956,17,comercial,3
877,Salta,96,0,comercial,12
878,Santiago del Estero,1452,0,industrial,2
879,Salta,215,16,industrial,4
880,Santiago del Estero,1124,9,comercial,7
881,Catamarca,257,13,comercial,4
882,Salta,1329,10,industrial,8
883,Santiago del Estero,1465,3,industrial,2
884,Santiago del Estero,1368,18,comercial,2
885,Catamarca,1218,12,residencial,11
886,Salta,1409,12,industrial,11
887,Salta,967,11,comercial,10
888,Tucumán,371,13,comercial,5
889,Santiago del Estero,448,1,residencial,5
890,Salta,269,12,industrial,4
891,Salta,776,1,residencial,4
892,Catamarca,147,11,residencial,10
893,Santiago del Estero,1332,10,comercial,7
894,Jujuy,290,6,industrial,2
895,Salta,1016,15,industrial,6
896,Catamarca,789,10,industrial,8
897,Tucumán,790,16,residencial,4
898,Santiago del Estero,837,0,residencial,11
899,Salta,523,12,industrial,7
900,Catamarca,239,15,industrial,7
901,Catamarca,925,12,industrial,12
902,Catamarca,1299,7,industrial,6
903,Jujuy,458,19,industrial,8
904,Salta,1263,15,residencial,10
905,Santiago del Estero,336,12,comercial,7
906,Jujuy,1215,18,industrial,8
907,Catamarca,426,16,comercial,7
908,Santiago del Estero,388,20,comercial,11
909,Jujuy,1280,18,comercial,4
910,Santiago del Estero,1253,13,industrial,6
911,Salta,342,9,comercial,11
912,Jujuy,978,9,residencial,3
913,Catamarca,517,12,comercial,12
914,Catamarca,1234,3,residencial,2
915,Tucumán,178,1,industrial,12
916,Santiago del Estero,805,20,comercial,7
917,Tucumán,480,4,comercial,3
918,Santiago del Estero,857,6,residencial,1
919,Tucumán,327,0,residencial,11
920,Salta,982,7,industrial,7
921,Salta,1444,9,residencial,10
922,Jujuy,753,6,residencial,4
923,Catamarca,719,16,comercial,2
924,Santiago del Estero,268,12,industrial,12
925,Salta,1484,19,industrial,3
926,Salta,1066,10,residencial,7
927,Salta,1317,9,comercial,9
928,Santiago del Estero,1182,11,residencial,11
929,Jujuy,1135,0,industrial,12
930,Tucumán,557,18,comercial,11
931,Salta,733,6,industrial,5
932,Salta,211,11,industrial,5
933,Tucumán,558,4,industrial,6
934,Jujuy,333,18,residencial,12
935,Tucumán,1062,10,residencial,4
936,Jujuy,689,1,residencial,3
937,Salta,800,12,residencial,2
938,Jujuy,915,12,comercial,1
939,Catamarca,157,19,comercial,1
940,Catamarca,1423,1,comercial,5
941,Jujuy,554,9,residencial,11
942,Santiago del Estero,1447,7,industrial,5
943,Salta,563,5,residencial,2
944,Salta,825,16,residencial,9
945,Salta,1001,0,comercial,5
946,Santiago del Estero,84,7,comercial,6
947,Santiago del Estero,148,8,industrial,8
948,Salta,613,19,comercial,8
949,Santiago del Estero,387,16,comercial,3
950,Tucumán,913,13,industrial,4
951,Salta,386,11,residencial,12
952,Catamarca,1287,9,comercial,11
953,Santiago del Estero,367,5,comercial,7
954,Catamarca,597,1,residencial,3
955,Jujuy,476,4,comercial,7
956,Salta,429,17,industrial,8
957,Santiago del Estero,259,14,residencial,5
958,Catamarca,1444,2,industrial,10
959,Tucumán,1192,3,comercial,11
960,Jujuy,676,13,comercial,12
961,Salta,472,12,comercial,2
962,Tucumán,796,2,residencial,3
963,Jujuy,300,2,comercial,4
964,Tucumán,115,11,residencial,1
965,Jujuy,830,17,residencial,10
966,Tucumán,1116,20,comercial,9
967,Santiago del Estero,512,20,comercial,1
968,Tucumán,675,19,comercial,12
969,Salta,165,4,comercial,7
970,Tucumán,1326,11,comercial,12
971,Santiago del Estero,921,2,residencial,5
972,Salta,282,1,comercial,2
973,Salta,964,17,industrial,8
974,Salta,838,9,comercial,3
975,Santiago del Estero,1021,19,industrial,11
976,Jujuy,78,17,industrial,8
977,Santiago del Estero,1493,4,residencial,8
978,Catamarca,482,2,comercial,8
979,Tucumán,1158,5,comercial,11
980,Santiago del Estero,1331,15,residencial,4
981,Salta,1339,2,industrial,11
982,Jujuy,269,1,industrial,12
983,Tucumán,421,3,comercial,7
984,Tucumán,163,18,comercial,7
985,Catamarca,576,2,comercial,12
986,Salta,129,8,industrial,4
987,Santiago del Estero,780,16,industrial,5
988,Catamarca,451,9,comercial,12
989,Jujuy,1291,11,comercial,12
990,Catamarca,440,9,industrial,2
991,Salta,177,18,residencial,10
992,Jujuy,445,19,comercial,2
993,Salta,539,18,residencial,8
994,Santiago del Estero,229,5,residencial,8
995,Jujuy,64,16,residencial,3
996,Catamarca,1267,0,comercial,11
997,Jujuy,253,20,industrial,10
998,Jujuy,1401,18,industrial,5
999,Santiago del Estero,641,3,residencial,2
1000,Santiago del Estero,967,6,industrial,6
1001,Salta,276,19,comercial,8
1002,Tucumán,53,19,comercial,7
1003,Catamarca,897,2,residencial,2
1004,Jujuy,909,12,comercial,1
1005,Jujuy,1182,8,residencial,9
1006,Santiago del Estero,168,14,comercial,5
1007,Catamarca,866,16,industrial,3
1008,Santiago del Estero,1386,9,comercial,2
1009,Jujuy,1282,19,comercial,12
1010,Jujuy,997,4,residencial,5
1011,Salta,420,18,residencial,6
1012,Tucumán,217,11,residencial,12
1013,Tucumán,642,3,comercial,4
1014,Santiago del Estero,938,14,comercial,12
1015,Jujuy,438,16,residencial,4
1016,Salta,259,9,industrial,12
1017,Santiago del Estero,1248,4,residencial,1
1018,Tucumán,483,3,comercial,12
1019,Santiago del Estero,506,16,comercial,2
1020,Tucumán,361,15,comercial,2
1021,Tucumán,1090,9,comercial,9
1022,Jujuy,1036,15,comercial,2
1023,Catamarca,727,1,industrial,6
1024,Tucumán,109,1,industrial,4
1025,Santiago del Estero,983,8,industrial,8
1026,Catamarca,907,4,residencial,8
1027,Tucumán,689,17,comercial,8
1028,Tucumán,1200,19,residencial,7
1029,Catamarca,1010,2,industrial,7
1030,Santiago del Estero,584,18,industrial,11
1031,Jujuy,337,11,industrial,8
1032,Salta,519,16,residencial,3
1033,Tucumán,619,19,comercial,8
1034,Jujuy,1141,14,residencial,11
1035,Salta,1326,14,industrial,1
1036,Catamarca,723,11,comercial,10
1037,Santiago del Estero,162,14,residencial,7
1038,Salta,102,10,residencial,6
1039,Catamarca,785,17,residencial,6
1040,Santiago del Estero,1430,10,industrial,2
1041,Jujuy,1364,9,residencial,12
1042,Santiago del Estero,685,8,industrial,8
1043,Tucumán,1121,5,comercial,3
1044,Salta,1006,11,comercial,6
1045,Salta,1280,16,residencial,6
1046,Jujuy,655,10,residencial,2
1047,Catamarca,203,13,industrial,5
1048,Salta,464,7,residencial,2
1049,Tucumán,247,0,industrial,12
1050,Santiago del Estero,941,8,industrial,3
1051,Tucumán,1364,18,comercial,12
1052,Tucumán,957,11,industrial,12
1053,Salta,508,3,comercial,5
1054,Santiago del Estero,1396,17,residencial,6
1055,Jujuy,803,16,comercial,12
1056,Santiago del Estero,272,11,industrial,1
1057,Tucumán,716,7,residencial,11
1058,Salta,298,20,comercial,7
1059,Tucumán,1196,19,comercial,7
1060,Tucumán,298,10,residencial,1
1061,Jujuy,253,8,residencial,2
1062,Salta,1494,7,comercial,8
1063,Salta,695,17,industrial,1
1064,Salta,375,14,comercial,5
1065,Salta,1133,10,residencial,8
1066,Salta,605,2,comercial,3
1067,Salta,950,18,industrial,12
1068,Salta,767,6,residencial,8
1069,Tucumán,563,17,residencial,3
1070,Santiago del Estero,1300,11,industrial,5
1071,Salta,1428,8,residencial,2
1072,Santiago del Estero,486,12,residencial,9
1073,Jujuy,1104,1,comercial,10
1074,Santiago del Estero,124,14,comercial,6
1075,Jujuy,631,1,industrial,5
1076,Jujuy,334,5,comercial,7
1077,Tucumán,1115,20,industrial,2
1078,Santiago del Estero,73,10,residencial,7
1079,Salta,370,3,industrial,1
1080,Catamarca,496,9,residencial,6
1081,Santiago del Estero,468,8,residencial,4
1082,Jujuy,150,17,industrial,8
1083,Tucumán,190,5,residencial,3
1084,Jujuy,752,3,residencial,2
1085,Catamarca,902,5,residencial,10
1086,Salta,1194,1,industrial,9
1087,Santiago del Estero,627,6,residencial,8
1088,Salta,1009,17,industrial,9
1089,Salta,1064,7,residencial,6
1090,Jujuy,466,12,residencial,11
1091,Catamarca,229,20,residencial,9
1092,Santiago del Estero,993,3,residencial,4
1093,Santiago del Estero,502,0,industrial,5
1094,Tucumán,793,12,industrial,8
1095,Salta,1363,3,residencial,9
1096,Tucumán,586,17,residencial,5
1097,Salta,743,7,industrial,6
1098,Santiago del Estero,953,0,comercial,5
1099,Catamarca,303,15,residencial,11
1100,Salta,508,2,industrial,5
1101,Salta,777,13,industrial,3
1102,Catamarca,209,14,comercial,4
1103,Santiago del Estero,1043,0,residencial,1
1104,Salta,1379,18,industrial,8
1105,Catamarca,715,13,industrial,7
1106,Catamarca,906,7,residencial,12
1107,Tucumán,129,12,residencial,2
1108,Santiago del Estero,653,17,comercial,10
1109,Jujuy,1310,5,industrial,6
1110,Santiago del Estero,1304,10,residencial,1
1111,Santiago del Estero,1050,9,residencial,10
1112,Santiago del Estero,945,8,comercial,6
1113,Santiago del Estero,644,11,residencial,11
1114,Tucumán,822,1,comercial,7
1115,Catamarca,843,12,comercial,1
1116,Tucumán,1074,18,industrial,1
1117,Tucumán,1451,14,industrial,2
1118,Santiago del Estero,638,17,industrial,3
1119,Jujuy,906,13,industrial,8
1120,Jujuy,442,18,industrial,1
1121,Salta,1153,19,comercial,9
1122,Catamarca,690,16,industrial,12
1123,Salta,693,0,comercial,8
1124,Salta,327,13,comercial,4
1125,Santiago del Estero,1097,9,residencial,5
1126,Santiago del Estero,1237,5,industrial,8
1127,Catamarca,992,5,comercial,3
1128,Tucumán,1114,14,residencial,2
1129,Catamarca,1021,17,comercial,7
1130,Salta,394,2,comercial,3
1131,Catamarca,1026,11,industrial,6
1132,Salta,1125,20,residencial,8
1133,Tucumán,1227,0,comercial,8
1134,Salta,785,7,industrial,4
1135,Tucumán,1406,4,comercial,1
1136,Salta,904,12,comercial,8
1137,Jujuy,211,18,industrial,2
1138,Santiago del Estero,1236,2,industrial,8
1139,Tucumán,1402,6,comercial,3
1140,Santiago del Estero,393,0,industrial,1
1141,Salta,1434,18,industrial,10
1142,Tucumán,133,8,industrial,12
1143,Santiago del Estero,1172,20,industrial,7
1144,Catamarca,874,20,residencial,2
1145,Salta,292,0,industrial,9
1146,Catamarca,206,0,industrial,10
1147,Jujuy,456,13,industrial,3
1148,Santiago del Estero,258,0,industrial,9
1149,Jujuy,589,10,residencial,12
1150,Santiago del Estero,442,13,residencial,11
1151,Jujuy,961,18,industrial,4
1152,Tucumán,52,2,comercial,9
1153,Tucumán,268,19,residencial,6
1154,Catamarca,828,0,comercial,1
1155,Santiago del Estero,425,8,industrial,4
1156,Catamarca,639,3,residencial,6
1157,Tucumán,813,2,comercial,7
1158,Santiago del Estero,1320,15,comercial,7
1159,Jujuy,208,5,residencial,5
1160,Salta,985,4,comercial,12
1161,Tucumán,107,5,industrial,8
1162,Santiago del Estero,1168,12,residencial,7
1163,Tucumán,703,20,comercial,11
1164,Catamarca,999,10,industrial,1
1165,Salta,176,8,residencial,11
1166,Jujuy,520,6,comercial,12
1167,Santiago del Estero,159,19,residencial,5
1168,Catamarca,459,1,comercial,11
1169,Catamarca,605,6,industrial,6
1170,Jujuy,441,0,residencial,9
1171,Salta,136,5,industrial,4
1172,Tucumán,1005,18,comercial,1
1173,Catamarca,1210,10,industrial,10
1174,Catamarca,1391,8,industrial,11
1175,Salta,850,14,comercial,8
1176,Catamarca,696,16,residencial,4
1177,Santiago del Estero,1238,5,residencial,11
1178,Jujuy,1453,16,residencial,8
1179,Tucumán,558,5,industrial,8
1180,Tucumán,1452,4,industrial,5
1181,Catamarca,236,13,comercial,4
1182,Tucumán,1056,2,industrial,1
1183,Jujuy,501,20,comercial,1
1184,Jujuy,335,19,comercial,6
1185,Santiago del Estero,907,9,industrial,2
1186,Catamarca,1116,7,industrial,1
1187,Salta,917,19,residencial,7
1188,Salta,135,18,comercial,9
1189,Santiago del Estero,300,20,comercial,11
1190,Santiago del Estero,805,11,industrial,10
1191,Jujuy,566,6,industrial,4
1192,Santiago del Estero,419,7,residencial,1
1193,Santiago del Estero,384,9,comercial,3
1194,Santiago del Estero,481,20,comercial,1
1195,Tucumán,1437,11,comercial,11
1196,Santiago del Estero,512,11,comercial,7
1197,Tucumán,818,13,residencial,8
1198,Tucumán,1149,15,industrial,8
1199,Catamarca,666,14,residencial,1
1200,Jujuy,188,1,comercial,4
1201,Santiago del Estero,685,0,residencial,1
1202,Catamarca,1300,3,residencial,5
1203,Tucumán,640,0,comercial,1
1204,Tucumán,985,20,residencial,8
1205,Catamarca,585,8,industrial,10
1206,Santiago del Estero,699,5,industrial,6
1207,Jujuy,78,7,residencial,2
1208,Catamarca,1111,6,comercial,8
1209,Salta,752,7,comercial,4
1210,Catamarca,57,4,residencial,10
1211,Santiago del Estero,1267,18,industrial,8
1212,Jujuy,423,5,residencial,12
1213,Tucumán,1026,11,industrial,4
1214,Salta,267,12,industrial,5
1215,Jujuy,405,17,industrial,8
1216,Salta,264,15,comercial,7
1217,Tucumán,1003,11,comercial,11
1218,Santiago del Estero,403,8,comercial,2
1219,Catamarca,1448,10,comercial,9
1220,Salta,1446,8,residencial,1
1221,Tucumán,1239,18,industrial,10
1222,Catamarca,680,10,residencial,5
1223,Tucumán,221,20,comercial,12
1224,Jujuy,1159,16,industrial,3
1225,Santiago del Estero,481,2,industrial,10
1226,Jujuy,183,2,industrial,6
1227,Tucumán,1293,9,residencial,2
1228,Jujuy,1175,13,industrial,4
1229,Catamarca,123,15,industrial,8
1230,Salta,821,9,comercial,6
1231,Jujuy,487,18,residencial,8
1232,Catamarca,598,13,residencial,12
1233,Salta,481,18,comercial,8
1234,Catamarca,899,0,industrial,8
1235,Santiago del Estero,1013,0,comercial,12
1236,Santiago del Estero,1041,17,industrial,8
1237,Salta,1229,8,comercial,4
1238,Tucumán,379,11,industrial,8
1239,Catamarca,1136,9,comercial,8
1240,Salta,1330,7,comercial,2
1241,Santiago del Estero,321,10,residencial,12
1242,Salta,576,17,industrial,8
1243,Jujuy,583,11,industrial,12
1244,Catamarca,383,8,residencial,7
1245,Tucumán,1281,6,comercial,2
1246,Tucumán,681,6,residencial,12
1247,Salta,198,0,residencial,9
1248,Catamarca,686,5,industrial,7
1249,Salta,710,7,residencial,6
1250,Jujuy,741,12,comercial,12
1251,Catamarca,775,14,residencial,12
1252,Santiago del Estero,1157,20,residencial,7
1253,Catamarca,954,5,industrial,6
1254,Santiago del Estero,1320,20,residencial,11
1255,Tucumán,158,16,residencial,6
1256,Jujuy,299,8,residencial,12
1257,Santiago del Estero,1421,15,industrial,10
1258,Tucumán,385,13,residencial,10
1259,Salta,212,5,comercial,2
1260,Santiago del Estero,1123,1,comercial,3
1261,Santiago del Estero,356,17,industrial,11
1262,Santiago del Estero,524,6,industrial,4
1263,Catamarca,1162,20,comercial,10
1264,Salta,90,6,residencial,4
1265,Tucumán,388,15,residencial,8
1266,Catamarca,1255,9,industrial,3
1267,Santiago del Estero,744,3,comercial,1
1268,Jujuy,1146,12,residencial,12
1269,Jujuy,522,5,residencial,1
1270,Catamarca,904,4,comercial,8
1271,Tucumán,390,20,comercial,5
1272,Tucumán,234,5,comercial,12
1273,Tucumán,234,15,residencial,1
1274,Jujuy,1446,10,comercial,10
1275,Jujuy,1137,19,comercial,9
1276,Salta,1122,10,residencial,5
1277,Salta,1348,7,comercial,1
1278,Catamarca,186,14,industrial,5
1279,Catamarca,1161,18,industrial,5
1280,Catamarca,252,12,comercial,10
1281,Santiago del Estero,1455,7,industrial,5
1282,Catamarca,867,6,comercial,6
1283,Catamarca,1048,3,industrial,1
1284,Jujuy,836,6,industrial,9
1285,Tucumán,198,12,industrial,11
1286,Catamarca,818,2,industrial,4
1287,Tucumán,1407,2,industrial,1
1288,Salta,778,15,industrial,4
1289,Santiago del Estero,543,3,industrial,6
1290,Jujuy,232,14,comercial,9
1291,Santiago del Estero,974,1,residencial,10
1292,Catamarca,686,16,comercial,11
1293,Tucumán,747,17,residencial,3
1294,Santiago del Estero,1366,16,comercial,2
1295,Catamarca,660,1,comercial,5
1296,Jujuy,1383,13,industrial,12
1297,Tucumán,1116,8,residencial,10
1298,Salta,1153,20,residencial,7
1299,Santiago del Estero,780,18,comercial,5
1300,Jujuy,1500,0,residencial,8
1301,Jujuy,1452,8,residencial,3
1302,Tucumán,725,6,residencial,11
1303,Santiago del Estero,1455,14,industrial,10
1304,Santiago del Estero,426,17,residencial,6
1305,Santiago del Estero,283,10,residencial,1
1306,Catamarca,737,19,comercial,11
1307,Jujuy,1408,2,comercial,1
1308,Catamarca,736,12,residencial,12
1309,Catamarca,813,8,industrial,10
1310,Catamarca,1228,2,comercial,3
1311,Salta,1420,0,residencial,7
1312,Catamarca,1419,5,residencial,1
1313,Tucumán,856,20,residencial,6
1314,Catamarca,716,7,industrial,6
1315,Jujuy,788,5,comercial,12
1316,Santiago del Estero,1157,4,comercial,8
1317,Tucumán,252,20,residencial,2
1318,Santiago del Estero,744,7,comercial,10
1319,Santiago del Estero,1274,3,industrial,10
1320,Santiago del Estero,415,3,industrial,11
1321,Catamarca,869,14,industrial,9
1322,Jujuy,83,7,industrial,8
1323,Salta,1212,8,industrial,7
1324,Jujuy,60,8,industrial,2
1325,Tucumán,100,11,residencial,4
1326,Jujuy,536,19,comercial,12
1327,Salta,1168,11,comercial,7
1328,Santiago del Estero,1385,15,residencial,7
1329,Jujuy,1063,18,residencial,12
1330,Santiago del Estero,925,4,residencial,1
1331,Santiago del Estero,553,11,industrial,9
1332,Jujuy,588,20,residencial,7
1333,Catamarca,152,1,industrial,1
1334,Santiago del Estero,1172,6,industrial,7
1335,Santiago del Estero,1369,0,industrial,9
1336,Santiago del Estero,296,13,residencial,9
1337,Tucumán,761,4,comercial,2
1338,Jujuy,1460,9,residencial,2
1339,Jujuy,1087,15,industrial,11
1340,Tucumán,678,19,industrial,5
1341,Tucumán,271,17,residencial,2
1342,Catamarca,912,0,industrial,8
1343,Jujuy,117,5,residencial,1
1344,Tucumán,1227,10,industrial,11
1345,Santiago del Estero,1169,0,comercial,12
1346,Jujuy,458,4,comercial,11
1347,Tucumán,728,1,industrial,1
1348,Salta,89,13,comercial,6
1349,Salta,733,2,residencial,9
1350,Tucumán,634,7,comercial,6
1351,Tucumán,778,2,comercial,1
1352,Santiago del Estero,350,18,residencial,3
1353,Jujuy,844,20,industrial,5
1354,Tucumán,498,14,comercial,7
1355,Jujuy,1020,6,comercial,3
1356,Salta,1190,14,comercial,7
1357,Tucumán,879,9,industrial,4
1358,Jujuy,1500,15,comercial,5
1359,Tucumán,916,3,comercial,11
1360,Salta,1356,7,industrial,8
1361,Tucumán,813,18,comercial,12
1362,Catamarca,1209,3,residencial,9
1363,Catamarca,1330,18,residencial,10
1364,Santiago del Estero,245,1,residencial,9
1365,Catamarca,439,7,comercial,7
1366,Jujuy,906,18,comercial,7
1367,Santiago del Estero,1208,7,comercial,6
1368,Jujuy,1491,1,industrial,8
1369,Santiago del Estero,120,3,industrial,11
1370,Jujuy,1468,4,industrial,4
1371,Jujuy,1473,4,residencial,3
1372,Santiago del Estero,782,17,comercial,9
1373,Jujuy,299,13,residencial,4
1374,Catamarca,1456,15,industrial,10
1375,Tucumán,615,5,residencial,5
1376,Jujuy,1325,5,industrial,10
1377,Catamarca,198,13,residencial,8
1378,Salta,139,0,residencial,3
1379,Tucumán,596,13,industrial,8
1380,Santiago del Estero,695,19,residencial,5
1381,Catamarca,1063,8,comercial,5
1382,Catamarca,671,5,residencial,2
1383,Tucumán,130,5,comercial,9
1384,Santiago del Estero,225,18,industrial,8
1385,Jujuy,1096,12,industrial,4
1386,Tucumán,1216,2,industrial,5
1387,Santiago del Estero,152,0,residencial,2
1388,Jujuy,1129,11,residencial,8
1389,Santiago del Estero,1499,12,industrial,11
1390,Santiago del Estero,1269,8,residencial,12
1391,Santiago del Estero,856,7,industrial,1
1392,Catamarca,951,18,residencial,11
1393,Jujuy,275,16,comercial,7
1394,Catamarca,574,8,comercial,5
1395,Jujuy,1274,20,industrial,1
1396,Tucumán,1180,4,residencial,9
1397,Tucumán,1303,7,residencial,10
1398,Jujuy,1255,2,residencial,1
1399,Catamarca,361,2,comercial,5
1400,Jujuy,1177,13,industrial,3
1401,Jujuy,425,16,industrial,7
1402,Jujuy,1286,19,residencial,1
1403,Catamarca,847,2,industrial,1
1404,Jujuy,230,1,comercial,12
1405,Jujuy,53,14,residencial,7
1406,Salta,55,20,comercial,12
1407,Tucumán,1198,7,comercial,3
1408,Jujuy,66,5,residencial,10
1409,Tucumán,883,14,industrial,11
1410,Salta,902,1,comercial,1
1411,Santiago del Estero,464,10,comercial,4
1412,Tucumán,1008,14,residencial,3
1413,Catamarca,813,8,comercial,11
1414,Catamarca,1475,16,comercial,6
1415,Tucumán,1312,0,residencial,3
1416,Jujuy,1367,2,industrial,11
1417,Salta,1289,3,comercial,5
1418,Tucumán,1390,19,comercial,10
1419,Catamarca,715,16,industrial,8
1420,Santiago del Estero,50,12,residencial,8
1421,Santiago del Estero,1050,8,residencial,6
1422,Tucumán,822,9,industrial,3
1423,Tucumán,242,17,comercial,4
1424,Tucumán,294,10,residencial,1
1425,Tucumán,1176,0,comercial,10
1426,Salta,1472,10,industrial,7
1427,Salta,1005,6,residencial,6
1428,Salta,1304,4,comercial,3
1429,Catamarca,1202,9,comercial,6
1430,Tucumán,623,6,comercial,11
1431,Santiago del Estero,482,18,industrial,9
1432,Tucumán,437,6,residencial,1
1433,Catamarca,308,19,industrial,12
1434,Jujuy,853,18,industrial,4
1435,Santiago del Estero,1342,19,comercial,11
1436,Santiago del Estero,1261,13,comercial,3
1437,Salta,944,7,residencial,10
1438,Salta,670,9,comercial,6
1439,Jujuy,1212,19,residencial,6
1440,Catamarca,1084,13,residencial,5
1441,Salta,111,13,industrial,6
1442,Salta,179,12,industrial,1
1443,Tucumán,543,18,industrial,1
1444,Tucumán,905,14,comercial,9
1445,Tucumán,1248,5,comercial,4
1446,Salta,173,14,residencial,3
1447,Santiago del Estero,909,7,comercial,5
1448,Salta,1168,19,comercial,7
1449,Jujuy,1335,1,residencial,10
1450,Catamarca,1177,19,residencial,7
1451,Catamarca,970,18,residencial,7
1452,Catamarca,782,19,comercial,7
1453,Jujuy,316,1,residencial,9
1454,Salta,1403,19,comercial,2
1455,Salta,555,6,industrial,4
1456,Salta,1481,18,residencial,4
1457,Jujuy,183,12,comercial,7
1458,Santiago del Estero,1179,6,comercial,5
1459,Salta,117,19,residencial,10
1460,Tucumán,310,15,industrial,10
1461,Jujuy,1149,6,industrial,4
1462,Santiago del Estero,929,7,residencial,3
1463,Tucumán,1064,6,comercial,4
1464,Catamarca,1474,16,residencial,11
1465,Santiago del Estero,1085,10,residencial,8
1466,Salta,1282,20,industrial,9
1467,Jujuy,643,7,comercial,3
1468,Salta,76,3,comercial,3
1469,Santiago del Estero,977,6,residencial,5
1470,Santiago del Estero,1108,14,residencial,7
1471,Santiago del Estero,261,12,residencial,2
1472,Salta,79,20,residencial,12
1473,Jujuy,350,14,residencial,2
1474,Salta,263,14,industrial,4
1475,Jujuy,990,17,comercial,6
1476,Jujuy,862,12,residencial,5
1477,Catamarca,875,3,industrial,5
